sn,fault_time,msg_feature,server_model
SERVER_384,2020-11-01 16:47:00,"[[114, 8, 4, 36, 1, 0], [91, 8, 4, 36, 1, 0], [94, 13, 9, 35, 1, 0], [110, 26, 4, 35, 1, 0], [100, 13, 9, 35, 1, 0], [83, 13, 9, 35, 1, 0], [98, 13, 9, 35, 1, 0], [74, 13, 9, 35, 1, 0], [107, 13, 9, 35, 1, 0], [111, 13, 9, 35, 1, 0], [115, 13, 9, 35, 1, 0], [114, 8, 9, 35, 1, 0], [85, 13, 9, 35, 1, 0], [88, 13, 9, 35, 1, 0], [104, 13, 9, 35, 1, 0], [113, 13, 9, 35, 1, 0], [91, 8, 9, 35, 1, 0], [87, 13, 9, 35, 1, 0], [73, 13, 9, 35, 1, 0], [80, 13, 9, 35, 1, 0], [77, 13, 9, 35, 1, 0], [110, 20, 4, 35, 1, 0], [79, 11, 4, 35, 1, 0], [94, 13, 4, 35, 1, 0], [83, 13, 4, 35, 1, 0], [104, 13, 4, 35, 1, 0], [74, 13, 4, 35, 1, 0], [98, 13, 4, 35, 1, 0], [77, 13, 4, 35, 1, 0], [100, 13, 4, 35, 1, 0], [115, 13, 4, 35, 1, 0], [85, 13, 4, 35, 1, 0], [87, 13, 4, 35, 1, 0], [107, 13, 4, 35, 1, 0], [113, 13, 4, 35, 1, 0], [80, 13, 4, 35, 1, 0], [73, 13, 4, 35, 1, 0], [111, 13, 4, 35, 1, 0], [88, 13, 4, 35, 1, 0]]",55
SERVER_693,2020-04-27 09:47:00,"[[113, 92, 4, 33, 1, 0], [113, 23, 4, 32, 1, 0], [110, 26, 4, 30, 1, 0], [94, 13, 9, 30, 1, 0], [83, 13, 9, 30, 1, 0], [100, 13, 9, 30, 1, 0], [85, 13, 9, 30, 1, 0], [74, 13, 9, 30, 1, 0], [77, 13, 9, 30, 1, 0], [113, 23, 9, 30, 1, 0], [98, 13, 9, 30, 1, 0], [113, 92, 9, 30, 1, 0], [115, 13, 9, 30, 1, 0], [104, 13, 9, 30, 1, 0], [80, 13, 9, 30, 1, 0], [87, 13, 9, 30, 1, 0], [73, 13, 9, 30, 1, 0], [107, 13, 9, 30, 1, 0], [88, 13, 9, 30, 1, 0], [113, 13, 9, 30, 1, 0], [111, 13, 9, 30, 1, 0], [110, 20, 4, 27, 1, 0], [94, 13, 4, 27, 1, 0], [79, 11, 4, 27, 1, 0], [100, 13, 4, 27, 1, 0], [74, 13, 4, 27, 1, 0], [115, 13, 4, 27, 1, 0], [98, 13, 4, 27, 1, 0], [83, 13, 4, 27, 1, 0], [77, 13, 4, 27, 1, 0], [85, 13, 4, 27, 1, 0], [111, 13, 4, 27, 1, 0], [113, 13, 4, 27, 1, 0], [80, 13, 4, 27, 1, 0], [87, 13, 4, 27, 1, 0], [104, 13, 4, 27, 1, 0], [107, 13, 4, 27, 1, 0], [73, 13, 4, 27, 1, 0], [88, 13, 4, 27, 1, 0], [93, 76, 4, 23, 1, 0], [140, 76, 4, 23, 1, 0], [140, 76, 9, 23, 1, 0], [93, 76, 9, 23, 1, 0]]",55
SERVER_833,2020-04-19 21:39:00,"[[94, 95, 4, 15, 1, 0], [94, 95, 9, 14, 1, 0], [79, 11, 4, 14, 1, 0], [75, 76, 4, 9, 1, 0], [102, 76, 4, 9, 1, 0], [101, 76, 4, 9, 1, 0], [112, 76, 4, 9, 1, 0], [101, 76, 9, 9, 1, 0], [75, 76, 9, 9, 1, 0], [112, 76, 9, 9, 1, 0], [102, 76, 9, 9, 1, 0]]",55
SERVER_271,2020-04-03 14:57:00,"[[75, 76, 4, 100, 1, 0], [101, 76, 4, 100, 1, 0], [101, 76, 9, 100, 1, 0], [75, 76, 9, 100, 1, 0], [75, 76, 4, 100, 1, 0], [101, 76, 4, 100, 1, 0], [101, 76, 9, 100, 1, 0], [75, 76, 9, 100, 1, 0], [83, 95, 4, 100, 1, 0], [79, 11, 4, 100, 1, 0], [108, 109, 4, 100, 1, 0], [100, 95, 4, 100, 1, 0], [79, 11, 4, 51, 2, 4], [108, 109, 9, 51, 1, 0], [83, 95, 9, 51, 1, 0], [100, 95, 9, 51, 1, 0], [110, 26, 4, 51, 1, 0], [73, 13, 9, 51, 1, 0], [104, 13, 9, 51, 1, 0], [98, 13, 9, 51, 1, 0], [87, 13, 9, 51, 1, 0], [94, 13, 9, 51, 1, 0], [83, 13, 9, 51, 1, 0], [85, 13, 9, 51, 1, 0], [80, 13, 9, 51, 1, 0], [77, 13, 9, 51, 1, 0], [107, 13, 9, 51, 1, 0], [113, 13, 9, 51, 1, 0], [100, 13, 9, 51, 1, 0], [110, 20, 4, 51, 1, 0], [94, 13, 4, 51, 1, 0], [100, 13, 4, 51, 1, 0], [83, 13, 4, 51, 1, 0], [73, 13, 4, 51, 1, 0], [98, 13, 4, 51, 1, 0], [104, 13, 4, 51, 1, 0], [77, 13, 4, 51, 1, 0], [80, 13, 4, 51, 1, 0], [113, 13, 4, 51, 1, 0], [107, 13, 4, 51, 1, 0], [87, 13, 4, 51, 1, 0], [85, 13, 4, 51, 1, 0]]",55
SERVER_438,2020-05-19 00:53:00,"[[91, 8, 4, 65, 1, 0], [114, 8, 4, 65, 1, 0], [98, 13, 9, 65, 1, 0], [77, 13, 9, 65, 1, 0], [94, 13, 9, 65, 1, 0], [110, 26, 4, 65, 1, 0], [80, 13, 9, 65, 1, 0], [85, 13, 9, 65, 1, 0], [83, 13, 9, 65, 1, 0], [107, 13, 9, 65, 1, 0], [74, 13, 9, 65, 1, 0], [73, 13, 9, 65, 1, 0], [104, 13, 9, 65, 1, 0], [100, 13, 9, 65, 1, 0], [115, 13, 9, 65, 1, 0], [113, 13, 9, 65, 1, 0], [88, 13, 9, 65, 1, 0], [91, 8, 9, 65, 1, 0], [111, 13, 9, 65, 1, 0], [87, 13, 9, 65, 1, 0], [114, 8, 9, 65, 1, 0], [110, 20, 4, 65, 1, 0], [79, 11, 4, 65, 1, 0], [87, 13, 4, 65, 1, 0], [77, 13, 4, 65, 1, 0], [85, 13, 4, 65, 1, 0], [83, 13, 4, 65, 1, 0], [74, 13, 4, 65, 1, 0], [80, 13, 4, 65, 1, 0], [107, 13, 4, 65, 1, 0], [88, 13, 4, 65, 1, 0], [104, 13, 4, 65, 1, 0], [115, 13, 4, 65, 1, 0], [98, 13, 4, 65, 1, 0], [73, 13, 4, 65, 1, 0], [111, 13, 4, 65, 1, 0], [113, 13, 4, 65, 1, 0], [100, 13, 4, 65, 1, 0], [94, 13, 4, 65, 1, 0]]",55
SERVER_596,2020-09-19 06:44:00,"[[87, 92, 4, 55, 1, 0], [108, 109, 4, 52, 1, 0], [87, 95, 4, 52, 1, 0], [110, 26, 4, 38, 1, 0], [73, 13, 9, 38, 1, 0], [104, 13, 9, 38, 1, 0], [87, 95, 9, 38, 1, 0], [87, 13, 9, 38, 1, 0], [113, 13, 9, 38, 1, 0], [87, 92, 9, 38, 1, 0], [77, 13, 9, 38, 1, 0], [85, 13, 9, 38, 1, 0], [98, 13, 9, 38, 1, 0], [94, 13, 9, 38, 1, 0], [108, 109, 9, 38, 1, 0], [97, 32, 9, 38, 1, 0], [120, 32, 9, 38, 1, 0]]",55
SERVER_586,2020-04-25 06:16:00,"[[79, 11, 4, 90, 4, 9], [81, 82, 4, 90, 2, 9], [110, 26, 4, 90, 2, 9], [83, 13, 9, 90, 2, 9], [115, 13, 9, 90, 2, 9], [77, 13, 9, 90, 2, 9], [94, 13, 9, 90, 2, 9], [98, 13, 9, 90, 2, 9], [81, 82, 9, 90, 2, 9], [100, 13, 9, 90, 2, 9], [85, 13, 9, 90, 2, 9], [74, 13, 9, 90, 2, 9], [97, 32, 9, 90, 2, 9], [113, 13, 9, 90, 2, 9], [107, 13, 9, 90, 2, 9], [120, 32, 9, 90, 2, 9], [80, 13, 9, 90, 2, 9], [73, 13, 9, 90, 2, 9], [104, 13, 9, 90, 2, 9], [111, 13, 9, 90, 2, 9], [87, 13, 9, 90, 2, 9], [88, 13, 9, 90, 2, 9], [110, 20, 4, 90, 2, 9], [74, 13, 4, 90, 2, 9], [77, 13, 4, 90, 2, 9], [94, 13, 4, 90, 2, 9], [85, 13, 4, 90, 2, 9], [100, 13, 4, 90, 2, 9], [83, 13, 4, 90, 2, 9], [104, 13, 4, 90, 2, 9], [98, 13, 4, 90, 2, 9], [115, 13, 4, 90, 2, 9], [120, 32, 4, 90, 2, 9], [73, 13, 4, 90, 2, 9], [88, 13, 4, 90, 2, 9], [111, 13, 4, 90, 2, 9], [97, 32, 4, 90, 2, 9], [107, 13, 4, 90, 2, 9], [87, 13, 4, 90, 2, 9], [113, 13, 4, 90, 2, 9], [80, 13, 4, 90, 2, 9], [73, 95, 4, 54, 1, 0], [108, 109, 4, 54, 1, 0]]",55
SERVER_216,2020-02-03 06:02:00,"[[91, 6, 4, 62, 1, 0], [91, 132, 4, 62, 1, 0], [91, 36, 4, 62, 1, 0], [114, 132, 4, 62, 1, 0], [114, 36, 4, 62, 1, 0], [114, 6, 4, 62, 1, 0], [79, 11, 4, 62, 2, 4], [91, 36, 9, 62, 1, 0], [91, 132, 9, 62, 1, 0], [91, 6, 9, 62, 1, 0], [114, 36, 9, 62, 1, 0], [114, 6, 9, 62, 1, 0], [114, 132, 9, 62, 1, 0], [110, 26, 4, 61, 1, 0], [94, 13, 9, 61, 1, 0], [85, 13, 9, 61, 1, 0], [98, 13, 9, 61, 1, 0], [77, 13, 9, 61, 1, 0], [110, 20, 4, 61, 1, 0], [104, 13, 9, 61, 1, 0], [94, 13, 4, 61, 1, 0], [77, 13, 4, 61, 1, 0], [85, 13, 4, 61, 1, 0], [104, 13, 4, 61, 1, 0], [98, 13, 4, 61, 1, 0]]",55
SERVER_781,2020-10-08 10:42:00,"[[77, 95, 4, 13, 1, 0], [77, 95, 9, 12, 1, 0], [79, 11, 4, 12, 1, 0], [101, 76, 4, 6, 1, 0], [112, 76, 4, 6, 2, 3], [102, 76, 4, 6, 2, 3], [75, 76, 4, 6, 1, 0], [101, 76, 9, 5, 1, 0], [102, 76, 9, 5, 2, 3], [112, 76, 9, 5, 2, 3], [75, 76, 9, 5, 1, 0]]",55
SERVER_124,2020-04-02 11:04:00,"[[79, 11, 4, 69, 5, 7], [91, 36, 9, 69, 1, 0], [91, 132, 9, 69, 1, 0], [114, 132, 9, 69, 1, 0], [114, 36, 9, 69, 1, 0], [91, 6, 9, 69, 1, 0], [114, 6, 9, 69, 1, 0], [113, 23, 9, 69, 1, 0], [110, 26, 4, 68, 1, 0], [113, 95, 4, 68, 1, 0], [100, 13, 9, 68, 1, 0], [85, 13, 9, 68, 1, 0], [94, 13, 9, 68, 1, 0], [77, 13, 9, 68, 1, 0], [113, 95, 9, 68, 1, 0], [83, 13, 9, 68, 1, 0], [98, 13, 9, 68, 1, 0], [74, 13, 9, 68, 1, 0], [110, 20, 4, 68, 1, 0], [115, 13, 9, 68, 1, 0], [100, 13, 4, 68, 1, 0], [94, 13, 4, 68, 1, 0], [77, 13, 4, 68, 1, 0], [85, 13, 4, 68, 1, 0], [83, 13, 4, 68, 1, 0], [74, 13, 4, 68, 1, 0], [98, 13, 4, 68, 1, 0], [115, 13, 4, 68, 1, 0]]",55
SERVER_212,2020-01-26 14:11:00,"[[91, 6, 4, 32, 1, 0], [114, 36, 4, 32, 1, 0], [114, 132, 4, 32, 1, 0], [91, 36, 4, 32, 1, 0], [114, 6, 4, 32, 1, 0], [91, 132, 4, 32, 1, 0], [79, 11, 4, 31, 2, 4], [91, 132, 9, 31, 1, 0], [91, 36, 9, 31, 1, 0], [91, 6, 9, 31, 1, 0], [114, 36, 9, 31, 1, 0], [114, 6, 9, 31, 1, 0], [114, 132, 9, 31, 1, 0], [77, 95, 4, 31, 1, 0], [94, 13, 9, 30, 1, 0], [110, 26, 4, 30, 1, 0], [77, 13, 9, 30, 1, 0], [85, 13, 9, 30, 1, 0], [77, 95, 9, 30, 1, 0], [104, 13, 9, 30, 1, 0], [98, 13, 9, 30, 1, 0], [87, 13, 9, 30, 1, 0], [113, 13, 9, 30, 1, 0], [73, 13, 9, 30, 1, 0], [110, 20, 4, 30, 1, 0], [94, 13, 4, 30, 1, 0], [77, 13, 4, 30, 1, 0], [85, 13, 4, 30, 1, 0], [104, 13, 4, 30, 1, 0], [98, 13, 4, 30, 1, 0], [73, 13, 4, 30, 1, 0], [87, 13, 4, 30, 1, 0], [113, 13, 4, 30, 1, 0], [140, 76, 4, 27, 2, 4], [93, 76, 4, 27, 2, 4], [145, 76, 4, 27, 2, 4], [146, 76, 4, 27, 2, 4], [140, 76, 9, 27, 2, 3], [93, 76, 9, 27, 2, 3], [146, 76, 9, 27, 2, 3], [145, 76, 9, 27, 2, 3]]",55
SERVER_454,2020-06-28 06:59:00,"[[141, 3, 4, 25, 9, 6], [141, 3, 0, 25, 13, 6], [141, 3, 9, 25, 9, 6]]",55
SERVER_167,2020-02-11 02:59:00,"[[79, 11, 4, 35, 1, 0], [101, 76, 4, 29, 1, 0], [75, 76, 4, 29, 1, 0], [75, 76, 9, 29, 1, 0], [101, 76, 9, 29, 1, 0]]",55
SERVER_812,2020-09-15 17:48:00,"[[79, 11, 4, 11, 1, 0], [115, 8, 4, 10, 1, 0], [75, 76, 4, 5, 2, 4], [102, 76, 4, 5, 2, 4], [102, 76, 9, 4, 2, 3], [75, 76, 9, 4, 2, 3]]",55
SERVER_243,2020-07-07 17:30:00,"[[79, 11, 4, 28, 2, 4], [81, 82, 4, 27, 1, 0], [81, 82, 0, 27, 2, 2], [100, 13, 9, 27, 1, 0], [110, 26, 4, 27, 1, 0], [83, 13, 9, 27, 1, 0], [94, 13, 9, 27, 1, 0], [77, 13, 9, 27, 1, 0], [85, 13, 9, 27, 1, 0], [73, 13, 9, 27, 1, 0], [80, 13, 9, 27, 1, 0], [113, 13, 9, 27, 1, 0], [81, 82, 9, 27, 1, 0], [98, 13, 9, 27, 1, 0], [104, 13, 9, 27, 1, 0], [87, 13, 9, 27, 1, 0], [107, 13, 9, 27, 1, 0], [110, 20, 4, 27, 1, 0], [104, 13, 4, 27, 1, 0], [100, 13, 4, 27, 1, 0], [77, 13, 4, 27, 1, 0], [98, 13, 4, 27, 1, 0], [94, 13, 4, 27, 1, 0], [85, 13, 4, 27, 1, 0], [83, 13, 4, 27, 1, 0], [87, 13, 4, 27, 1, 0], [107, 13, 4, 27, 1, 0], [80, 13, 4, 27, 1, 0], [113, 13, 4, 27, 1, 0], [73, 13, 4, 27, 1, 0]]",55
SERVER_220,2020-01-26 22:52:00,"[[79, 11, 4, 88, 2, 9], [150, 152, 4, 71, 1, 0]]",55
SERVER_219,2020-05-16 19:15:00,"[[108, 109, 4, 87, 1, 0], [98, 95, 4, 87, 1, 0], [108, 109, 9, 29, 1, 0], [79, 11, 4, 29, 2, 4], [98, 95, 9, 29, 1, 0], [110, 26, 4, 28, 1, 0], [100, 13, 9, 28, 1, 0], [85, 13, 9, 28, 1, 0], [94, 13, 9, 28, 1, 0], [107, 13, 9, 28, 1, 0], [87, 13, 9, 28, 1, 0], [98, 13, 9, 28, 1, 0], [83, 13, 9, 28, 1, 0], [80, 13, 9, 28, 1, 0], [77, 13, 9, 28, 1, 0], [104, 13, 9, 28, 1, 0], [113, 13, 9, 28, 1, 0], [73, 13, 9, 28, 1, 0], [94, 13, 4, 28, 1, 0], [110, 20, 4, 28, 1, 0], [83, 13, 4, 28, 1, 0], [113, 13, 4, 28, 1, 0], [104, 13, 4, 28, 1, 0], [98, 13, 4, 28, 1, 0], [87, 13, 4, 28, 1, 0], [77, 13, 4, 28, 1, 0], [107, 13, 4, 28, 1, 0], [85, 13, 4, 28, 1, 0], [100, 13, 4, 28, 1, 0], [80, 13, 4, 28, 1, 0], [73, 13, 4, 28, 1, 0]]",55
SERVER_260,2020-04-07 10:58:00,"[[104, 95, 4, 90, 1, 0], [108, 109, 4, 90, 1, 0], [79, 11, 4, 51, 2, 4], [108, 109, 9, 51, 1, 0], [104, 95, 9, 51, 1, 0], [110, 26, 4, 50, 1, 0], [100, 13, 9, 50, 1, 0], [94, 13, 9, 50, 1, 0], [77, 13, 9, 50, 1, 0], [87, 13, 9, 50, 1, 0], [113, 13, 9, 50, 1, 0], [73, 13, 9, 50, 1, 0], [85, 13, 9, 50, 1, 0], [98, 13, 9, 50, 1, 0], [80, 13, 9, 50, 1, 0], [107, 13, 9, 50, 1, 0], [104, 13, 9, 50, 1, 0], [83, 13, 9, 50, 1, 0], [110, 20, 4, 50, 1, 0], [107, 13, 4, 50, 1, 0], [104, 13, 4, 50, 1, 0], [100, 13, 4, 50, 1, 0], [87, 13, 4, 50, 1, 0], [94, 13, 4, 50, 1, 0], [80, 13, 4, 50, 1, 0], [73, 13, 4, 50, 1, 0], [83, 13, 4, 50, 1, 0], [77, 13, 4, 50, 1, 0], [98, 13, 4, 50, 1, 0], [85, 13, 4, 50, 1, 0], [113, 13, 4, 50, 1, 0], [150, 152, 4, 14, 1, 0]]",55
SERVER_128,2020-03-26 12:22:00,"[[101, 76, 4, 96, 1, 0], [101, 76, 9, 96, 1, 0], [108, 109, 4, 84, 1, 0], [104, 95, 4, 84, 1, 0], [79, 11, 4, 42, 2, 4], [104, 95, 9, 42, 1, 0], [108, 109, 9, 42, 1, 0], [110, 26, 4, 41, 1, 0], [107, 13, 9, 41, 1, 0], [98, 13, 9, 41, 1, 0], [83, 13, 9, 41, 1, 0], [100, 13, 9, 41, 1, 0], [80, 13, 9, 41, 1, 0], [73, 13, 9, 41, 1, 0], [85, 13, 9, 41, 1, 0], [77, 13, 9, 41, 1, 0], [87, 13, 9, 41, 1, 0], [113, 13, 9, 41, 1, 0], [94, 13, 9, 41, 1, 0], [104, 13, 9, 41, 1, 0], [110, 20, 4, 41, 1, 0], [98, 13, 4, 41, 1, 0], [73, 13, 4, 41, 1, 0], [85, 13, 4, 41, 1, 0], [87, 13, 4, 41, 1, 0], [100, 13, 4, 41, 1, 0], [94, 13, 4, 41, 1, 0], [113, 13, 4, 41, 1, 0], [80, 13, 4, 41, 1, 0], [83, 13, 4, 41, 1, 0], [104, 13, 4, 41, 1, 0], [77, 13, 4, 41, 1, 0], [107, 13, 4, 41, 1, 0], [150, 152, 4, 18, 1, 0]]",55
SERVER_758,2020-08-17 10:44:00,"[[77, 95, 4, 21, 2, 5], [79, 11, 4, 15, 3, 4], [77, 95, 9, 15, 2, 3], [81, 82, 4, 13, 1, 0], [81, 82, 0, 13, 2, 2], [110, 26, 4, 13, 1, 0], [115, 13, 9, 13, 1, 0], [77, 13, 9, 13, 1, 0], [94, 13, 9, 13, 1, 0], [85, 13, 9, 13, 1, 0], [98, 13, 9, 13, 1, 0], [83, 13, 9, 13, 1, 0], [100, 13, 9, 13, 1, 0], [74, 13, 9, 13, 1, 0], [81, 82, 9, 13, 1, 0], [100, 13, 4, 13, 1, 0], [98, 13, 4, 13, 1, 0], [77, 13, 4, 13, 1, 0], [94, 13, 4, 13, 1, 0], [110, 20, 4, 13, 1, 0], [85, 13, 4, 13, 1, 0], [74, 13, 4, 13, 1, 0], [83, 13, 4, 13, 1, 0], [115, 13, 4, 13, 1, 0]]",55
SERVER_753,2020-08-17 01:54:00,"[[77, 13, 4, 20, 2, 2], [110, 20, 4, 20, 2, 2], [85, 13, 4, 20, 2, 2], [79, 11, 4, 20, 2, 2], [100, 13, 4, 20, 2, 2], [94, 13, 4, 20, 2, 2], [83, 13, 4, 20, 2, 2], [98, 13, 4, 20, 2, 2], [87, 13, 4, 20, 2, 2], [104, 13, 4, 20, 2, 2], [113, 13, 4, 20, 2, 2], [107, 13, 4, 20, 2, 2], [73, 13, 4, 20, 2, 2], [80, 13, 4, 20, 2, 2], [110, 26, 4, 20, 1, 0], [83, 13, 9, 20, 1, 0], [80, 13, 9, 20, 1, 0], [77, 13, 9, 20, 1, 0], [113, 13, 9, 20, 1, 0], [85, 13, 9, 20, 1, 0], [107, 13, 9, 20, 1, 0], [94, 13, 9, 20, 1, 0], [87, 13, 9, 20, 1, 0], [100, 13, 9, 20, 1, 0], [73, 13, 9, 20, 1, 0], [104, 13, 9, 20, 1, 0], [98, 13, 9, 20, 1, 0], [107, 8, 4, 19, 1, 0]]",55
SERVER_280,2020-01-15 02:19:00,"[[104, 92, 4, 11, 1, 0]]",55
SERVER_271,2020-05-10 23:22:00,"[[75, 76, 4, 99, 1, 0], [101, 76, 4, 99, 1, 0], [75, 76, 9, 99, 1, 0], [101, 76, 9, 99, 1, 0], [98, 95, 4, 15, 1, 0], [79, 11, 4, 14, 2, 4], [98, 95, 9, 14, 1, 0], [81, 82, 0, 13, 2, 2], [81, 82, 4, 13, 1, 0], [81, 82, 9, 13, 1, 0], [110, 26, 4, 13, 1, 0], [104, 13, 9, 12, 1, 0], [77, 13, 9, 12, 1, 0], [73, 13, 9, 12, 1, 0], [83, 13, 9, 12, 1, 0], [85, 13, 9, 12, 1, 0], [100, 13, 9, 12, 1, 0], [80, 13, 9, 12, 1, 0], [94, 13, 9, 12, 1, 0], [87, 13, 9, 12, 1, 0], [113, 13, 9, 12, 1, 0], [107, 13, 9, 12, 1, 0], [98, 13, 9, 12, 1, 0], [110, 20, 4, 12, 1, 0], [94, 13, 4, 12, 1, 0], [107, 13, 4, 12, 1, 0], [85, 13, 4, 12, 1, 0], [83, 13, 4, 12, 1, 0], [87, 13, 4, 12, 1, 0], [73, 13, 4, 12, 1, 0], [77, 13, 4, 12, 1, 0], [98, 13, 4, 12, 1, 0], [80, 13, 4, 12, 1, 0], [113, 13, 4, 12, 1, 0], [104, 13, 4, 12, 1, 0], [100, 13, 4, 12, 1, 0]]",55
SERVER_685,2020-08-10 16:58:00,"[[108, 109, 4, 12, 1, 0], [79, 11, 4, 9, 2, 4], [108, 109, 9, 9, 1, 0], [73, 95, 9, 9, 1, 0], [120, 90, 4, 9, 1, 0], [116, 90, 4, 9, 1, 0], [97, 90, 4, 9, 1, 0], [117, 90, 4, 9, 1, 0], [99, 90, 4, 8, 1, 0], [89, 90, 4, 8, 1, 0], [110, 26, 4, 8, 1, 0], [94, 13, 9, 8, 1, 0], [107, 13, 9, 8, 1, 0], [85, 13, 9, 8, 1, 0], [88, 13, 9, 8, 1, 0], [83, 13, 9, 8, 1, 0], [113, 13, 9, 8, 1, 0], [74, 13, 9, 8, 1, 0], [100, 13, 9, 8, 1, 0], [104, 13, 9, 8, 1, 0], [80, 13, 9, 8, 1, 0], [111, 13, 9, 8, 1, 0], [98, 13, 9, 8, 1, 0], [77, 13, 9, 8, 1, 0], [87, 13, 9, 8, 1, 0], [73, 13, 9, 8, 1, 0], [115, 13, 9, 8, 1, 0], [110, 20, 4, 7, 1, 0], [77, 13, 4, 7, 1, 0], [85, 13, 4, 7, 1, 0], [94, 13, 4, 7, 1, 0], [83, 13, 4, 7, 1, 0], [100, 13, 4, 7, 1, 0], [74, 13, 4, 7, 1, 0], [107, 13, 4, 7, 1, 0], [80, 13, 4, 7, 1, 0], [73, 13, 4, 7, 1, 0], [98, 13, 4, 7, 1, 0], [115, 13, 4, 7, 1, 0], [111, 13, 4, 7, 1, 0], [104, 13, 4, 7, 1, 0], [87, 13, 4, 7, 1, 0], [113, 13, 4, 7, 1, 0], [88, 13, 4, 7, 1, 0], [120, 90, 9, 4, 1, 0], [97, 90, 9, 4, 1, 0], [117, 90, 9, 4, 1, 0], [116, 90, 9, 4, 1, 0], [89, 90, 9, 4, 1, 0], [99, 90, 9, 4, 1, 0]]",55
SERVER_337,2020-04-04 22:16:00,"[[85, 95, 4, 37, 1, 0], [85, 95, 9, 36, 1, 0], [79, 11, 4, 36, 1, 0], [101, 76, 4, 34, 1, 0], [112, 76, 4, 34, 1, 0], [102, 76, 4, 34, 1, 0], [75, 76, 4, 34, 1, 0], [75, 76, 9, 33, 1, 0], [101, 76, 9, 33, 1, 0], [112, 76, 9, 33, 1, 0], [102, 76, 9, 33, 1, 0]]",55
SERVER_683,2020-02-25 09:37:00,"[[143, 3, 4, 14, 1, 0], [153, 3, 4, 14, 1, 0], [79, 11, 4, 5, 2, 3], [116, 90, 4, 4, 1, 0], [117, 90, 4, 4, 1, 0], [97, 90, 4, 4, 1, 0], [120, 90, 4, 4, 1, 0], [99, 90, 4, 4, 1, 0], [89, 90, 4, 4, 1, 0], [120, 90, 9, 3, 1, 0], [99, 90, 9, 3, 1, 0], [117, 90, 9, 3, 1, 0], [116, 90, 9, 3, 1, 0], [97, 90, 9, 3, 1, 0], [89, 90, 9, 3, 1, 0]]",55
SERVER_662,2020-11-22 09:06:00,"[[114, 6, 4, 41, 1, 0], [79, 11, 4, 32, 1, 0], [114, 6, 9, 32, 1, 0]]",55
SERVER_817,2020-08-21 17:16:00,"[[79, 11, 4, 51, 2, 7], [100, 8, 4, 51, 1, 0], [100, 95, 4, 43, 1, 0], [100, 8, 9, 41, 1, 0], [100, 95, 9, 41, 1, 0]]",55
SERVER_782,2020-04-07 00:50:00,"[[83, 95, 4, 38, 1, 0], [79, 11, 4, 38, 1, 0], [83, 95, 9, 38, 1, 0], [112, 76, 4, 35, 1, 0], [101, 76, 4, 35, 1, 0], [75, 76, 4, 35, 1, 0], [102, 76, 4, 35, 1, 0], [75, 76, 9, 35, 1, 0], [101, 76, 9, 35, 1, 0], [112, 76, 9, 34, 1, 0], [102, 76, 9, 34, 1, 0]]",55
SERVER_652,2020-05-30 11:17:00,"[[121, 22, 4, 19, 3, 5], [79, 11, 4, 19, 2, 5], [135, 3, 4, 19, 1, 0], [110, 26, 4, 19, 1, 0], [97, 156, 9, 19, 1, 0], [120, 156, 9, 19, 1, 0], [97, 32, 9, 19, 1, 0], [77, 13, 9, 19, 1, 0], [94, 13, 9, 19, 1, 0], [104, 13, 9, 19, 1, 0], [87, 13, 9, 19, 1, 0], [120, 32, 9, 19, 1, 0], [113, 13, 9, 19, 1, 0], [73, 13, 9, 19, 1, 0], [85, 13, 9, 19, 1, 0], [98, 13, 9, 19, 1, 0], [129, 32, 9, 18, 1, 0], [142, 32, 9, 18, 1, 0], [142, 32, 4, 18, 1, 0], [129, 32, 4, 18, 1, 0], [110, 20, 4, 13, 1, 0], [104, 13, 4, 13, 1, 0], [113, 13, 4, 13, 1, 0], [85, 13, 4, 13, 1, 0], [98, 13, 4, 13, 1, 0], [94, 13, 4, 13, 1, 0], [73, 13, 4, 13, 1, 0], [77, 13, 4, 13, 1, 0], [87, 13, 4, 13, 1, 0], [85, 8, 4, 12, 1, 0], [120, 32, 4, 11, 1, 0], [97, 32, 4, 11, 1, 0]]",55
