sn,fault_time,venus_feature
SERVER_7023,2020-08-08 06:28:00,"[[0, 0, 0, 0]]"
SERVER_3321,2020-04-29 20:42:00,"[[0, 0, 0, 0]]"
SERVER_17161,2020-08-12 22:04:00,"[[0, 0, 0, 0]]"
SERVER_3992,2020-10-07 10:14:00,"[[0, 0, 0, 0]]"
SERVER_4068,2020-03-24 12:12:00,"[[0, 0, 0, 0]]"
SERVER_3948,2020-02-18 11:37:00,"[[0, 0, 0, 0]]"
SERVER_5218,2020-03-14 16:59:00,"[[0, 0, 0, 0]]"
SERVER_6760,2020-11-24 01:06:00,"[[0, 0, 0, 0]]"
SERVER_6759,2020-06-10 23:18:00,"[[0, 0, 0, 0]]"
SERVER_4214,2020-09-24 03:22:00,"[[0, 0, 0, 0]]"
SERVER_6775,2020-09-23 08:03:00,"[[0, 0, 0, 0]]"
SERVER_5418,2020-10-14 15:47:00,"[[0, 0, 0, 0]]"
SERVER_4101,2020-08-14 23:30:00,"[[0, 0, 0, 0]]"
SERVER_5825,2020-02-05 17:36:00,"[[0, 0, 0, 0]]"
SERVER_5220,2020-05-31 03:01:00,"[[0, 0, 0, 0]]"
SERVER_3914,2020-08-24 15:11:00,"[[0, 0, 0, 0]]"
SERVER_6768,2020-03-13 10:01:00,"[[0, 0, 0, 0]]"
SERVER_6775,2020-09-12 07:42:00,"[[0, 0, 0, 0]]"
SERVER_3974,2020-08-18 18:40:00,"[[0, 0, 0, 0]]"
SERVER_6772,2020-07-16 23:25:00,"[[0, 0, 0, 0]]"
SERVER_6767,2020-08-19 22:16:00,"[[0, 0, 0, 0]]"
SERVER_3914,2020-01-22 16:43:00,"[[0, 0, 0, 0]]"
SERVER_4215,2020-03-15 12:32:00,"[[0, 0, 0, 0]]"
SERVER_6752,2020-10-21 09:14:00,"[[0, 0, 0, 0]]"
SERVER_3948,2020-02-05 13:52:00,"[[0, 0, 0, 0]]"
SERVER_4067,2020-07-16 10:38:00,"[[0, 0, 0, 0]]"
SERVER_4226,2019-12-31 11:23:00,"[[0, 0, 0, 0]]"
SERVER_4121,2020-09-29 07:07:00,"[[0, 0, 0, 0]]"
SERVER_6771,2020-03-20 16:18:00,"[[0, 0, 0, 0]]"
SERVER_4005,2020-07-02 10:14:00,"[[0, 0, 0, 0]]"
SERVER_6772,2020-06-01 08:14:00,"[[0, 0, 0, 0]]"
SERVER_4067,2020-11-10 00:26:00,"[[0, 0, 0, 0]]"
SERVER_4068,2020-03-17 22:54:00,"[[0, 0, 0, 0]]"
SERVER_6759,2020-07-23 01:33:00,"[[0, 0, 0, 0]]"
SERVER_17448,2020-08-11 17:10:00,"[[0, 0, 0, 0]]"
SERVER_5412,2020-03-11 15:53:00,"[[0, 0, 0, 0]]"
SERVER_5414,2020-09-20 07:21:00,"[[2, 3, 4, 5], [8, 25, 10, 366]]"
SERVER_16727,2020-07-16 05:02:00,"[[0, 0, 0, 0]]"
SERVER_16701,2020-09-21 04:44:00,"[[2, 3, 4, 367], [8, 14, 10, 368]]"
SERVER_16979,2020-01-17 19:44:00,"[[0, 0, 0, 0]]"
SERVER_16701,2020-09-21 03:44:00,"[[2, 3, 4, 367], [8, 14, 10, 368]]"
SERVER_16808,2020-09-08 14:20:00,"[[0, 0, 0, 0]]"
SERVER_16875,2020-11-23 13:44:00,"[[0, 0, 0, 0]]"
SERVER_17461,2020-08-08 07:21:00,"[[0, 0, 0, 0]]"
SERVER_16728,2020-05-09 16:05:00,"[[0, 0, 0, 0]]"
SERVER_17034,2020-03-13 01:32:00,"[[0, 0, 0, 0]]"
SERVER_6227,2020-02-11 21:38:00,"[[0, 0, 0, 0]]"
SERVER_16879,2020-04-03 00:54:00,"[[0, 0, 0, 0]]"
SERVER_5414,2020-09-20 04:27:00,"[[0, 0, 0, 0]]"
SERVER_17035,2020-04-10 05:55:00,"[[0, 0, 0, 0]]"
SERVER_16752,2020-07-20 09:26:00,"[[0, 0, 0, 0]]"
SERVER_7506,2020-10-01 05:50:00,"[[2, 3, 4, 369], [12, 14, 10, 369]]"
SERVER_16754,2020-05-02 13:17:00,"[[0, 0, 0, 0]]"
SERVER_6913,2020-07-26 16:53:00,"[[0, 0, 0, 0]]"
SERVER_7174,2020-07-18 10:09:00,"[[0, 0, 0, 0]]"
SERVER_17037,2020-10-22 12:59:00,"[[0, 0, 0, 0]]"
SERVER_6703,2020-01-07 12:25:00,"[[0, 0, 0, 0]]"
SERVER_6009,2020-04-18 14:59:00,"[[0, 0, 0, 0]]"
SERVER_17451,2020-10-27 06:44:00,"[[0, 0, 0, 0]]"
SERVER_16748,2020-05-24 14:27:00,"[[0, 0, 0, 0]]"
SERVER_6708,2020-09-26 20:09:00,"[[0, 0, 0, 0]]"
SERVER_16969,2020-09-19 20:11:00,"[[0, 0, 0, 0]]"
SERVER_6011,2020-07-30 13:50:00,"[[0, 0, 0, 0]]"
SERVER_7183,2020-07-25 16:15:00,"[[0, 0, 0, 0]]"
SERVER_6008,2020-07-02 18:49:00,"[[0, 0, 0, 0]]"
SERVER_16983,2020-04-21 12:15:00,"[[0, 0, 0, 0]]"
SERVER_5412,2020-02-19 01:23:00,"[[0, 0, 0, 0]]"
SERVER_16972,2020-10-24 12:59:00,"[[2, 3, 4, 370], [8, 14, 10, 370]]"
SERVER_5832,2020-11-24 13:56:00,"[[0, 0, 0, 0]]"
SERVER_16975,2020-05-09 13:04:00,"[[0, 0, 0, 0]]"
SERVER_16985,2020-05-02 16:02:00,"[[0, 0, 0, 0]]"
SERVER_16703,2020-04-01 22:48:00,"[[0, 0, 0, 0]]"
SERVER_16972,2020-09-20 12:32:00,"[[0, 0, 0, 0]]"
SERVER_17461,2020-08-08 06:44:00,"[[0, 0, 0, 0]]"
SERVER_16752,2020-07-20 07:19:00,"[[0, 0, 0, 0]]"
SERVER_6008,2020-07-01 15:11:00,"[[0, 0, 0, 0]]"
SERVER_6009,2020-01-12 09:11:00,"[[0, 0, 0, 0]]"
SERVER_7186,2020-07-31 16:45:00,"[[0, 0, 0, 0]]"
SERVER_16989,2020-03-18 16:00:00,"[[0, 0, 0, 0]]"
SERVER_16988,2020-04-03 15:21:00,"[[0, 0, 0, 0]]"
SERVER_5813,2020-02-05 18:52:00,"[[0, 0, 0, 0]]"
SERVER_16985,2020-05-02 16:54:00,"[[0, 0, 0, 0]]"
SERVER_17056,2020-02-19 13:17:00,"[[0, 0, 0, 0]]"
SERVER_6412,2020-08-13 17:41:00,"[[0, 0, 0, 0]]"
SERVER_16922,2020-02-25 02:55:00,"[[0, 0, 0, 0]]"
SERVER_16943,2020-03-09 11:28:00,"[[0, 0, 0, 0]]"
SERVER_16933,2020-02-29 22:02:00,"[[0, 0, 0, 0]]"
SERVER_16726,2020-05-25 17:33:00,"[[0, 0, 0, 0]]"
SERVER_16753,2020-01-09 05:24:00,"[[0, 0, 0, 0]]"
SERVER_4453,2020-06-15 17:54:00,"[[0, 0, 0, 0]]"
SERVER_16749,2020-03-04 17:11:00,"[[0, 0, 0, 0]]"
SERVER_6227,2020-02-11 19:51:00,"[[0, 0, 0, 0]]"
SERVER_6412,2020-04-07 11:11:00,"[[0, 0, 0, 0]]"
SERVER_16626,2020-06-01 18:16:00,"[[0, 0, 0, 0]]"
SERVER_4360,2020-11-07 15:04:00,"[[49, 50, 51, 371]]"
SERVER_7162,2020-07-14 21:34:00,"[[0, 0, 0, 0]]"
SERVER_16986,2020-04-10 09:58:00,"[[0, 0, 0, 0]]"
SERVER_7506,2020-09-30 04:25:00,"[[0, 0, 0, 0]]"
SERVER_16982,2020-03-21 15:49:00,"[[0, 0, 0, 0]]"
SERVER_16723,2020-05-26 23:17:00,"[[0, 0, 0, 0]]"
SERVER_7160,2020-04-25 04:55:00,"[[0, 0, 0, 0]]"
SERVER_16746,2019-12-31 19:39:00,"[[0, 0, 0, 0]]"
SERVER_6705,2020-10-15 17:29:00,"[[0, 0, 0, 0]]"
SERVER_4362,2020-07-30 17:30:00,"[[0, 0, 0, 0]]"
SERVER_6706,2020-07-31 17:20:00,"[[0, 0, 0, 0]]"
SERVER_16720,2020-05-13 19:18:00,"[[0, 0, 0, 0]]"
SERVER_16934,2020-03-26 15:40:00,"[[0, 0, 0, 0]]"
SERVER_17363,2020-07-19 07:34:00,"[[0, 0, 0, 0]]"
SERVER_16957,2020-03-10 14:06:00,"[[0, 0, 0, 0]]"
SERVER_6009,2020-01-12 06:44:00,"[[0, 0, 0, 0]]"
SERVER_17055,2020-02-06 16:35:00,"[[0, 0, 0, 0]]"
SERVER_16971,2020-04-29 07:14:00,"[[0, 0, 0, 0]]"
SERVER_4720,2020-02-29 03:13:00,"[[0, 0, 0, 0]]"
SERVER_6703,2020-07-18 19:17:00,"[[0, 0, 0, 0]]"
SERVER_16985,2020-05-02 16:05:00,"[[0, 0, 0, 0]]"
SERVER_6708,2020-05-10 14:43:00,"[[0, 0, 0, 0]]"
SERVER_7186,2020-07-25 01:11:00,"[[0, 0, 0, 0]]"
SERVER_16808,2020-09-05 01:17:00,"[[0, 0, 0, 0]]"
SERVER_7174,2020-06-01 13:53:00,"[[0, 0, 0, 0]]"
SERVER_16971,2020-04-29 08:48:00,"[[0, 0, 0, 0]]"
SERVER_16808,2020-08-31 17:31:00,"[[0, 0, 0, 0]]"
SERVER_17035,2020-03-21 04:50:00,"[[0, 0, 0, 0]]"
SERVER_16808,2020-09-05 01:14:00,"[[0, 0, 0, 0]]"
SERVER_16975,2020-01-23 16:31:00,"[[0, 0, 0, 0]]"
SERVER_4360,2020-08-21 15:41:00,"[[0, 0, 0, 0]]"
SERVER_5813,2020-02-28 03:19:00,"[[0, 0, 0, 0]]"
SERVER_6705,2020-09-17 00:44:00,"[[0, 0, 0, 0]]"
SERVER_6782,2020-08-10 17:55:00,"[[0, 0, 0, 0]]"
SERVER_6147,2020-09-06 07:28:00,"[[0, 0, 0, 0]]"
SERVER_4534,2020-02-11 05:35:00,"[[0, 0, 0, 0]]"
SERVER_17365,2020-08-29 15:13:00,"[[0, 0, 0, 0]]"
SERVER_6065,2020-04-12 03:32:00,"[[0, 0, 0, 0]]"
SERVER_5535,2020-11-20 16:18:00,"[[0, 0, 0, 0]]"
SERVER_17347,2020-07-14 21:56:00,"[[0, 0, 0, 0]]"
SERVER_5520,2020-10-18 16:51:00,"[[0, 0, 0, 0]]"
SERVER_17276,2020-09-28 22:10:00,"[[0, 0, 0, 0]]"
SERVER_6406,2020-01-19 18:41:00,"[[0, 0, 0, 0]]"
SERVER_5527,2020-07-25 17:27:00,"[[0, 0, 0, 0]]"
SERVER_5234,2020-02-21 12:40:00,"[[0, 0, 0, 0]]"
SERVER_6179,2020-05-09 11:59:00,"[[0, 0, 0, 0]]"
SERVER_6461,2020-10-19 07:54:00,"[[0, 0, 0, 0]]"
SERVER_5222,2020-04-28 11:12:00,"[[0, 0, 0, 0]]"
SERVER_6400,2020-04-08 06:15:00,"[[0, 0, 0, 0]]"
SERVER_5633,2020-10-19 21:30:00,"[[0, 0, 0, 0]]"
SERVER_6409,2020-09-13 09:56:00,"[[0, 0, 0, 0]]"
SERVER_5528,2020-04-04 11:26:00,"[[0, 0, 0, 0]]"
SERVER_5514,2020-04-28 12:21:00,"[[0, 0, 0, 0]]"
SERVER_5239,2020-09-07 14:18:00,"[[0, 0, 0, 0]]"
SERVER_6787,2020-10-20 20:42:00,"[[0, 0, 0, 0]]"
SERVER_5522,2020-11-18 17:03:00,"[[0, 0, 0, 0]]"
SERVER_6777,2020-09-06 06:39:00,"[[0, 0, 0, 0]]"
SERVER_6778,2020-10-26 07:36:00,"[[0, 0, 0, 0]]"
SERVER_6400,2020-04-08 06:17:00,"[[0, 0, 0, 0]]"
SERVER_6785,2020-09-24 07:35:00,"[[0, 0, 0, 0]]"
SERVER_5224,2020-10-06 16:18:00,"[[0, 0, 0, 0]]"
SERVER_6149,2020-08-06 18:00:00,"[[0, 0, 0, 0]]"
SERVER_6148,2020-08-05 03:33:00,"[[0, 0, 0, 0]]"
SERVER_6800,2020-08-18 23:00:00,"[[0, 0, 0, 0]]"
SERVER_5545,2020-05-10 20:05:00,"[[0, 0, 0, 0]]"
SERVER_7491,2020-09-24 04:26:00,"[[0, 0, 0, 0]]"
SERVER_6813,2020-06-16 17:33:00,"[[0, 0, 0, 0]]"
SERVER_6176,2020-05-15 05:04:00,"[[0, 0, 0, 0]]"
SERVER_6794,2020-11-13 04:33:00,"[[0, 0, 0, 0]]"
SERVER_5634,2020-06-06 07:52:00,"[[0, 0, 0, 0]]"
SERVER_6397,2020-07-04 10:46:00,"[[0, 0, 0, 0]]"
SERVER_6779,2020-08-11 13:10:00,"[[0, 0, 0, 0]]"
SERVER_5223,2020-09-25 14:45:00,"[[0, 0, 0, 0]]"
SERVER_6176,2020-05-22 18:17:00,"[[0, 0, 0, 0]]"
SERVER_6397,2020-07-04 10:45:00,"[[0, 0, 0, 0]]"
SERVER_6777,2020-09-21 18:11:00,"[[0, 0, 0, 0]]"
SERVER_6782,2020-08-25 20:30:00,"[[0, 0, 0, 0]]"
SERVER_6156,2020-04-22 01:40:00,"[[0, 0, 0, 0]]"
SERVER_5540,2020-03-22 19:04:00,"[[0, 0, 0, 0]]"
SERVER_17283,2020-07-09 16:48:00,"[[0, 0, 0, 0]]"
SERVER_6778,2020-11-03 19:52:00,"[[0, 0, 0, 0]]"
SERVER_6780,2020-09-19 04:07:00,"[[0, 0, 0, 0]]"
SERVER_17424,2020-11-10 23:11:00,"[[0, 0, 0, 0]]"
SERVER_17266,2020-11-03 16:52:00,"[[0, 0, 0, 0]]"
SERVER_17282,2020-07-28 11:16:00,"[[0, 0, 0, 0]]"
SERVER_6510,2020-01-18 06:48:00,"[[0, 0, 0, 0]]"
SERVER_17278,2020-11-02 03:57:00,"[[0, 0, 0, 0]]"
SERVER_6403,2020-04-15 21:10:00,"[[0, 0, 0, 0]]"
SERVER_4533,2020-02-18 11:05:00,"[[0, 0, 0, 0]]"
SERVER_17270,2020-11-18 18:45:00,"[[0, 0, 0, 0]]"
SERVER_17287,2020-09-17 00:41:00,"[[0, 0, 0, 0]]"
SERVER_5515,2020-09-24 17:27:00,"[[2, 86, 59, 5]]"
SERVER_6798,2020-09-23 04:43:00,"[[0, 0, 0, 0]]"
SERVER_6157,2020-11-21 02:43:00,"[[0, 0, 0, 0]]"
SERVER_6789,2020-09-26 09:30:00,"[[0, 0, 0, 0]]"
SERVER_5517,2020-03-04 19:30:00,"[[0, 0, 0, 0]]"
SERVER_17279,2020-08-19 21:08:00,"[[0, 0, 0, 0]]"
SERVER_5538,2020-02-11 02:50:00,"[[0, 0, 0, 0]]"
SERVER_6399,2020-07-19 12:45:00,"[[0, 0, 0, 0]]"
SERVER_7490,2020-02-12 10:59:00,"[[0, 0, 0, 0]]"
SERVER_5518,2020-11-04 12:12:00,"[[0, 0, 0, 0]]"
SERVER_5542,2020-04-16 16:06:00,"[[0, 0, 0, 0]]"
SERVER_6395,2020-09-16 22:48:00,"[[0, 0, 0, 0]]"
SERVER_5547,2020-10-28 14:20:00,"[[0, 0, 0, 0]]"
SERVER_6793,2020-10-19 14:51:00,"[[0, 0, 0, 0]]"
SERVER_6782,2020-09-05 12:30:00,"[[0, 0, 0, 0]]"
SERVER_17277,2020-10-07 11:21:00,"[[77, 50, 51, 372]]"
SERVER_6409,2020-09-13 09:27:00,"[[0, 0, 0, 0]]"
SERVER_4349,2020-06-09 02:40:00,"[[0, 0, 0, 0]]"
SERVER_6799,2020-11-07 13:47:00,"[[0, 0, 0, 0]]"
SERVER_17288,2020-06-13 12:03:00,"[[0, 0, 0, 0]]"
SERVER_6721,2020-09-13 16:06:00,"[[0, 0, 0, 0]]"
SERVER_5537,2020-06-20 13:47:00,"[[0, 0, 0, 0]]"
SERVER_6786,2020-10-23 17:56:00,"[[0, 0, 0, 0]]"
SERVER_17269,2020-11-24 10:32:00,"[[0, 0, 0, 0]]"
SERVER_5521,2020-10-10 11:18:00,"[[0, 0, 0, 0]]"
SERVER_5547,2020-11-02 12:57:00,"[[0, 0, 0, 0]]"
SERVER_5951,2020-04-21 05:31:00,"[[0, 0, 0, 0]]"
SERVER_5642,2020-01-02 16:49:00,"[[0, 0, 0, 0]]"
SERVER_6795,2020-11-20 12:40:00,"[[0, 0, 0, 0]]"
SERVER_4387,2020-06-09 02:11:00,"[[0, 0, 0, 0]]"
SERVER_6785,2020-10-12 21:43:00,"[[0, 0, 0, 0]]"
SERVER_6797,2020-09-23 06:04:00,"[[0, 0, 0, 0]]"
SERVER_6403,2020-07-31 04:17:00,"[[0, 0, 0, 0]]"
SERVER_6721,2020-09-13 18:31:00,"[[0, 0, 0, 0]]"
SERVER_6780,2020-10-25 06:53:00,"[[0, 0, 0, 0]]"
SERVER_6797,2020-10-23 16:33:00,"[[0, 0, 0, 0]]"
SERVER_6780,2020-10-11 04:23:00,"[[0, 0, 0, 0]]"
SERVER_5239,2020-08-18 03:30:00,"[[0, 0, 0, 0]]"
SERVER_6787,2020-10-14 17:53:00,"[[0, 0, 0, 0]]"
SERVER_6797,2020-10-01 07:14:00,"[[0, 0, 0, 0]]"
SERVER_6800,2020-08-19 09:44:00,"[[0, 0, 0, 0]]"
SERVER_7490,2020-02-12 16:22:00,"[[0, 0, 0, 0]]"
SERVER_6777,2020-09-06 06:14:00,"[[0, 0, 0, 0]]"
SERVER_5540,2020-03-22 19:38:00,"[[0, 0, 0, 0]]"
SERVER_6786,2020-10-24 07:47:00,"[[0, 0, 0, 0]]"
SERVER_6793,2020-11-08 17:45:00,"[[0, 0, 0, 0]]"
SERVER_6797,2020-10-13 11:34:00,"[[0, 0, 0, 0]]"
SERVER_6777,2020-11-07 15:50:00,"[[0, 0, 0, 0]]"
SERVER_6789,2020-11-07 00:34:00,"[[0, 0, 0, 0]]"
SERVER_6777,2020-10-01 11:05:00,"[[0, 0, 0, 0]]"
SERVER_6795,2020-10-26 00:14:00,"[[0, 0, 0, 0]]"
SERVER_5528,2020-10-10 11:37:00,"[[0, 0, 0, 0]]"
SERVER_6777,2020-08-27 19:19:00,"[[0, 0, 0, 0]]"
SERVER_6780,2020-09-30 01:01:00,"[[0, 0, 0, 0]]"
SERVER_6800,2020-10-13 18:46:00,"[[0, 0, 0, 0]]"
SERVER_6721,2020-05-22 16:34:00,"[[0, 0, 0, 0]]"
SERVER_25493,2020-09-21 08:42:00,"[[0, 0, 0, 0]]"
SERVER_17698,2020-10-12 01:41:00,"[[8, 14, 80, 373]]"
SERVER_17774,2020-06-12 01:10:00,"[[0, 0, 0, 0]]"
SERVER_17700,2020-04-24 03:19:00,"[[0, 0, 0, 0]]"
SERVER_17787,2020-08-12 13:16:00,"[[0, 0, 0, 0]]"
SERVER_17751,2020-08-21 12:20:00,"[[0, 0, 0, 0]]"
SERVER_17743,2020-11-12 05:33:00,"[[62, 374, 275, 375], [8, 14, 80, 377]]"
SERVER_17765,2020-10-26 20:42:00,"[[8, 14, 80, 380]]"
SERVER_17697,2020-03-01 04:41:00,"[[0, 0, 0, 0]]"
SERVER_17776,2020-06-01 18:47:00,"[[0, 0, 0, 0]]"
SERVER_4989,2020-05-24 08:11:00,"[[0, 0, 0, 0]]"
SERVER_17732,2020-10-16 20:27:00,"[[8, 14, 80, 381]]"
SERVER_17768,2020-09-02 16:05:00,"[[0, 0, 0, 0]]"
SERVER_25484,2020-04-11 18:25:00,"[[0, 0, 0, 0]]"
SERVER_17744,2020-09-03 20:16:00,"[[0, 0, 0, 0]]"
SERVER_16778,2020-07-18 16:39:00,"[[0, 0, 0, 0]]"
SERVER_17722,2020-11-08 02:12:00,"[[0, 0, 0, 0]]"
SERVER_17703,2020-05-01 14:21:00,"[[0, 0, 0, 0]]"
SERVER_5168,2020-02-17 14:20:00,"[[0, 0, 0, 0]]"
SERVER_4947,2020-08-29 13:48:00,"[[0, 0, 0, 0]]"
SERVER_16306,2020-07-27 08:20:00,"[[0, 0, 0, 0]]"
SERVER_4368,2020-07-25 22:13:00,"[[0, 0, 0, 0]]"
SERVER_17747,2020-08-28 16:27:00,"[[0, 0, 0, 0]]"
SERVER_17786,2020-07-19 02:56:00,"[[0, 0, 0, 0]]"
SERVER_17742,2020-09-23 17:42:00,"[[8, 9, 80, 384]]"
SERVER_17740,2020-10-13 01:12:00,"[[0, 0, 0, 0]]"
SERVER_6101,2020-05-24 13:22:00,"[[0, 0, 0, 0]]"
SERVER_5849,2020-08-05 15:02:00,"[[0, 0, 0, 0]]"
SERVER_6096,2020-01-16 09:18:00,"[[0, 0, 0, 0]]"
SERVER_16294,2020-06-14 10:14:00,"[[0, 0, 0, 0]]"
SERVER_5976,2020-11-18 15:09:00,"[[0, 0, 0, 0]]"
SERVER_17695,2020-02-01 06:10:00,"[[0, 0, 0, 0]]"
SERVER_17729,2020-09-22 05:57:00,"[[0, 0, 0, 0]]"
SERVER_17748,2020-08-29 02:17:00,"[[0, 0, 0, 0]]"
SERVER_5941,2020-06-12 16:16:00,"[[0, 0, 0, 0]]"
SERVER_16314,2020-07-22 03:02:00,"[[0, 0, 0, 0]]"
SERVER_4727,2020-07-11 19:15:00,"[[0, 0, 0, 0]]"
SERVER_17753,2020-08-11 05:13:00,"[[0, 0, 0, 0]]"
SERVER_6045,2019-12-29 13:03:00,"[[0, 0, 0, 0]]"
SERVER_17769,2020-11-07 18:22:00,"[[8, 14, 80, 388]]"
SERVER_17789,2020-09-12 04:22:00,"[[8, 14, 80, 391]]"
SERVER_25495,2020-02-21 14:47:00,"[[0, 0, 0, 0]]"
SERVER_17756,2020-08-02 03:08:00,"[[0, 0, 0, 0]]"
SERVER_17771,2020-09-28 20:28:00,"[[0, 0, 0, 0]]"
SERVER_17726,2020-11-11 18:22:00,"[[2, 86, 59, 394]]"
SERVER_16385,2020-06-19 02:40:00,"[[0, 0, 0, 0]]"
SERVER_17721,2020-10-15 21:45:00,"[[0, 0, 0, 0]]"
SERVER_17788,2020-11-17 18:09:00,"[[0, 0, 0, 0]]"
SERVER_17772,2020-06-15 12:17:00,"[[0, 0, 0, 0]]"
SERVER_4352,2020-04-20 16:10:00,"[[0, 0, 0, 0]]"
SERVER_5098,2020-06-24 22:01:00,"[[0, 0, 0, 0]]"
SERVER_17786,2020-07-29 17:12:00,"[[0, 0, 0, 0]]"
SERVER_4952,2020-11-08 09:11:00,"[[0, 0, 0, 0]]"
SERVER_5140,2019-12-30 17:29:00,"[[0, 0, 0, 0]]"
SERVER_5478,2020-01-03 17:19:00,"[[0, 0, 0, 0]]"
SERVER_5511,2020-07-16 16:45:00,"[[0, 0, 0, 0]]"
SERVER_5498,2020-01-25 18:59:00,"[[0, 0, 0, 0]]"
SERVER_5764,2020-04-15 21:13:00,"[[0, 0, 0, 0]]"
SERVER_5369,2020-09-29 12:19:00,"[[2, 3, 4, 395], [8, 9, 10, 395]]"
SERVER_5484,2020-01-25 18:47:00,"[[0, 0, 0, 0]]"
SERVER_5687,2020-08-18 18:00:00,"[[0, 0, 0, 0]]"
SERVER_5748,2020-11-05 11:46:00,"[[2, 3, 4, 396], [8, 9, 10, 396]]"
SERVER_5389,2020-10-13 16:52:00,"[[0, 0, 0, 0]]"
SERVER_5732,2020-11-05 15:18:00,"[[0, 0, 0, 0]]"
SERVER_5730,2020-10-25 10:36:00,"[[2, 3, 4, 399], [8, 25, 10, 399]]"
SERVER_5732,2020-11-05 16:20:00,"[[2, 3, 4, 397], [8, 14, 10, 398]]"
SERVER_5469,2020-07-16 09:55:00,"[[0, 0, 0, 0]]"
SERVER_5266,2020-08-23 09:48:00,"[[0, 0, 0, 0]]"
SERVER_5375,2020-07-25 14:37:00,"[[0, 0, 0, 0]]"
SERVER_5690,2020-05-09 17:41:00,"[[0, 0, 0, 0]]"
SERVER_5485,2020-11-16 22:54:00,"[[0, 0, 0, 0]]"
SERVER_5746,2020-10-14 00:51:00,"[[0, 0, 0, 0]]"
SERVER_5763,2020-01-09 00:28:00,"[[0, 0, 0, 0]]"
SERVER_5681,2020-10-14 04:53:00,"[[0, 0, 0, 0]]"
SERVER_5271,2020-04-23 22:28:00,"[[0, 0, 0, 0]]"
SERVER_4999,2020-07-21 12:35:00,"[[0, 0, 0, 0]]"
SERVER_5371,2020-07-19 19:22:00,"[[0, 0, 0, 0]]"
SERVER_5370,2020-08-26 07:20:00,"[[0, 0, 0, 0]]"
SERVER_5264,2020-11-14 10:51:00,"[[0, 0, 0, 0]]"
SERVER_5747,2020-11-06 10:47:00,"[[0, 0, 0, 0]]"
SERVER_4998,2020-05-14 22:48:00,"[[0, 0, 0, 0]]"
SERVER_5391,2020-11-25 20:23:00,"[[0, 0, 0, 0]]"
SERVER_5378,2020-01-09 12:16:00,"[[0, 0, 0, 0]]"
SERVER_5735,2020-07-05 16:00:00,"[[0, 0, 0, 0]]"
SERVER_5490,2020-08-27 04:44:00,"[[0, 0, 0, 0]]"
SERVER_5365,2020-10-09 17:17:00,"[[0, 0, 0, 0]]"
SERVER_5391,2020-11-25 20:05:00,"[[0, 0, 0, 0]]"
SERVER_5697,2020-09-08 10:55:00,"[[0, 0, 0, 0]]"
SERVER_5268,2020-05-27 15:16:00,"[[0, 0, 0, 0]]"
SERVER_4963,2020-05-26 16:02:00,"[[0, 0, 0, 0]]"
SERVER_5749,2020-01-07 22:40:00,"[[0, 0, 0, 0]]"
SERVER_5732,2020-10-30 08:31:00,"[[0, 0, 0, 0]]"
SERVER_5759,2020-07-22 21:13:00,"[[0, 0, 0, 0]]"
SERVER_4962,2020-01-26 08:25:00,"[[0, 0, 0, 0]]"
SERVER_4969,2020-09-24 11:02:00,"[[0, 0, 0, 0]]"
SERVER_4966,2020-10-11 17:03:00,"[[0, 0, 0, 0]]"
SERVER_5757,2020-01-04 12:16:00,"[[0, 0, 0, 0]]"
SERVER_5487,2020-05-29 07:56:00,"[[0, 0, 0, 0]]"
SERVER_5510,2020-11-11 22:05:00,"[[0, 0, 0, 0]]"
SERVER_5479,2020-01-02 08:24:00,"[[0, 0, 0, 0]]"
SERVER_4997,2020-01-22 13:20:00,"[[0, 0, 0, 0]]"
SERVER_5495,2020-01-06 04:31:00,"[[0, 0, 0, 0]]"
SERVER_5388,2020-04-23 16:58:00,"[[0, 0, 0, 0]]"
SERVER_4996,2020-07-19 00:57:00,"[[0, 0, 0, 0]]"
SERVER_5134,2020-11-24 18:53:00,"[[0, 0, 0, 0]]"
SERVER_5376,2020-07-19 19:17:00,"[[0, 0, 0, 0]]"
SERVER_5469,2020-07-16 09:50:00,"[[0, 0, 0, 0]]"
SERVER_5512,2020-08-09 15:45:00,"[[0, 0, 0, 0]]"
SERVER_5387,2020-04-01 22:35:00,"[[0, 0, 0, 0]]"
SERVER_5681,2020-05-02 17:03:00,"[[0, 0, 0, 0]]"
SERVER_5751,2020-11-21 08:50:00,"[[0, 0, 0, 0]]"
SERVER_5374,2020-06-07 22:10:00,"[[0, 0, 0, 0]]"
SERVER_5695,2020-02-21 20:51:00,"[[0, 0, 0, 0]]"
SERVER_4949,2020-01-05 14:17:00,"[[0, 0, 0, 0]]"
SERVER_5469,2020-07-07 14:10:00,"[[0, 0, 0, 0]]"
SERVER_5367,2020-08-01 00:01:00,"[[0, 0, 0, 0]]"
SERVER_5366,2020-08-20 21:00:00,"[[0, 0, 0, 0]]"
SERVER_5141,2020-04-13 11:12:00,"[[0, 0, 0, 0]]"
SERVER_5761,2020-01-04 19:41:00,"[[0, 0, 0, 0]]"
SERVER_5398,2020-09-02 07:42:00,"[[2, 3, 4, 400], [8, 9, 10, 401]]"
SERVER_5690,2020-05-09 17:19:00,"[[0, 0, 0, 0]]"
SERVER_5746,2020-10-20 10:45:00,"[[0, 0, 0, 0]]"
SERVER_4997,2020-01-01 04:46:00,"[[0, 0, 0, 0]]"
